title,link,date,summary,description,related_documents,press_release,case_docket,forum,docket_number,initial_filing_date,status,products
TMX Finance LLC,https://www.consumerfinance.gov/enforcement/actions/tmx-finance-llc-2023/,2023-02-23T00:00:00,"On February 23, 2023, the Bureau issued an order against TitleMax parent company TMX Finance LLC, which extends consumer loans that are secured by the title to the borrower’s car.","On February 23, 2023, the Bureau issued an order against TitleMax parent company TMX Finance LLC, which extends consumer loans that are secured by the title to the borrower’s car. The Military Lending Act (MLA) contains a number of protections for active-duty servicemembers, their spouses, children, and other dependents, defined as “covered borrowers.” Among other protections, the MLA prohibits nonbank creditors from using vehicle titles to secure loans to covered borrowers. The Bureau found that TitleMax violated the MLA by extending thousands of title loans to covered borrowers; extending loans that exceeded the MLA’s 36% Military Annual Percentage Rate (MAPR) cap; failing to make disclosures required under the MLA; extending loans to covered borrowers with MLA-prohibited arbitration clauses; and extending loans to covered borrowers with onerous notice requirements. The Bureau also found that TitleMax engaged in unfair acts or practices in violation of the Consumer Financial Protection Act of 2010 (CFPA) by charging borrowers for an insurance product that provided no coverage on about 15,000 loans. The Bureau further found that in doing so, TitleMax understated the finance charges and annual percentage rates of those loans, violating the Truth in Lending Act and CFPA. The order requires TitleMax to stop its unlawful activities, pay $5,050,000 in consumer redress, and pay a $10,000,000 penalty.",[],,,['Administrative Proceeding'],2023-CFPB-0001,"FEB 23, 2023",Post Order/Post Judgment,"['Short Term, Small Dollar']"
Credit Acceptance Corporation,https://www.consumerfinance.gov/enforcement/actions/credit-acceptance-corporation/,2023-01-04T00:00:00,"On January 4, 2023, the Bureau and New York Attorney General Letitia James filed a joint lawsuit in the United States District Court for the Southern District of New York against Credit Acceptance Corporation, an indirect auto lender that funds and services car loans for subprime and deep-subprime consumers.","On January 4, 2023, the Bureau and New York Attorney General Letitia James filed a joint lawsuit in the United States District Court for the Southern District of New York against Credit Acceptance Corporation, an indirect auto lender that funds and services car loans for subprime and deep-subprime consumers. Credit Acceptance is one of the country’s largest publicly traded auto lenders, doing business with a network of more than 12,000 affiliated used-car dealers. The joint complaint alleges that Credit Acceptance pushes dealers to sell cars with hidden interest costs and surreptitiously include expensive add-on products with vehicle sales. The complaint further alleges that Credit Acceptance applies complicated algorithms to predict how much it is likely to collect from borrowers to determine how much to offer dealers for each loan, resulting in high-cost loans—with annual percentage rates (APR) often exceeding state usury caps—made without regard for borrowers’ ability to repay, while still yielding profits for Credit Acceptance. A significant number of Credit Acceptance’s most credit-constrained borrowers become delinquent on their loans within the first year, and many also lose their cars to repossession and auction or suffer other negative effects from the loans. The joint complaint alleges that Credit Acceptance is engaging in deceptive acts or practices in violation of the Consumer Financial Protection Act of 2010 by misrepresenting key loan terms, including the true principal, finance charge, and APR. The joint complaint further alleges that Credit Acceptance is engaging in abusive acts or practices by taking unreasonable advantage of consumers’ lack of understanding of the risk of default and the severity of the consequences associated with its loans, and taking unreasonable advantage of consumers’ inability to protect their interests in selecting or using Credit Acceptance’s loans. The joint complaint also alleges that Credit Acceptance substantially assists dealers in the deceptive sale of add-on products. The complaint seeks permanent injunctive relief, damages, and civil money penalties.",[],,,['Civil Action'],1:23-cv-00038,"JAN 04, 2023",Pending Litigation,"['Auto Finance Origination', 'Auto Finance Servicing']"
"Servicio UniTeller, Inc.",https://www.consumerfinance.gov/enforcement/actions/servicio-uniteller-inc/,2022-12-22T00:00:00,"On December 22, 2022, the Bureau issued an order against Servicio UniTeller, Inc. (UniTeller), a nonbank remittance transfer provider headquartered in Rochelle Park, New Jersey.","On December 22, 2022, the Bureau issued an order against Servicio UniTeller, Inc. (UniTeller), a nonbank remittance transfer provider headquartered in Rochelle Park, New Jersey. UniTeller offers and provides to consumers international money transfer services, known as remittance transfers, in 48 states and the District of Columbia and has more than 200,000 payment locations in more than 70 countries. The Bureau found that since 2013, UniTeller has engaged in wide-ranging failures to comply with the Electronic Fund Transfer Act (EFTA) and its implementing Regulation E, including Subpart B, known as the Remittance Transfer Rule. These include failures to: (1) provide tax and fee refunds when required to remedy errors; (2) accurately inform senders of cancellation rights; (3) accurately disclose the date funds would be available; (4) accurately characterize key terms; (5) use required minimum font sizes; (6) develop and maintain compliant written error resolution policies and procedures; and (7) retain evidence showing its compliance with the Remittance Transfer Rule and EFTA. These violations also constitute violations of the CFPA. The order requires UniTeller to provide approximately $30,000 in redress to consumers harmed by UniTeller’s failures to provide timely remittance-transfer funds and to pay a civil money penalty of $700,000. UniTeller must also take measures to ensure future compliance.",[],,,['Administrative Proceeding'],2022-CFPB-0012,"DEC 22, 2022",Post Order/Post Judgment,['Remittances']
"Wells Fargo Bank, N.A.",https://www.consumerfinance.gov/enforcement/actions/wells-fargo-bank-na-2022/,2022-12-20T00:00:00,"On December 20, 2022, the Bureau issued an order against Wells Fargo Bank, N.A., which is a national bank headquartered in Sioux Falls, South Dakota.","On December 20, 2022, the Bureau issued an order against Wells Fargo Bank, N.A., which is a national bank headquartered in Sioux Falls, South Dakota. Wells Fargo is the third largest bank in the United States, with nearly $1.8 trillion in assets, and the largest provider of consumer financial products. The Bureau identified multiple violations across several of the bank’s largest consumer product lines, which led to billions of dollars in financial harm and, in thousands of cases, the loss of customers’ vehicles and homes. Specifically, with respect to auto loan servicing Wells Fargo engaged in unfair acts and practices in violation of the Consumer Financial Protection Act of 2010 by incorrectly applying consumer payments; charging borrowers incorrect fees, interest, or other amounts; wrongly repossessing borrowers’ vehicles; and failing to refund consumers who had paid certain fees upfront to automobile dealers when warranted. Wells Fargo also engaged in unfair practices by improperly denying mortgage loan modifications, miscalculating fees and other charges, and assessing unwarranted charges and fees. With respect to deposit accounts, Wells Fargo: unfairly froze multiple consumer accounts in instances of suspected fraud when lesser restraints were available; made deceptive claims as to the availability of waivers of monthly service fees; and unfairly charged overdraft fees even if the consumer had enough funds available in their account to cover the amount of the transaction at the time they made it. The order requires Wells Fargo to come into compliance with federal consumer financial law, pay more than $2 billion in consumer redress, and to pay a $1.7 billion penalty.",[],,,['Administrative Proceeding'],2022-CFPB-0011,"DEC 20, 2022",Post Order/Post Judgment,"['Auto Finance Servicing', 'Deposits', 'Mortgage Servicing']"
"Carrington Mortgage Services, LLC",https://www.consumerfinance.gov/enforcement/actions/carrington-mortgage-services-llc/,2022-11-17T00:00:00,"On November 17, 2022, the Bureau issued an order against Carrington Mortgage Services, LLC, a California-based mortgage servicer operating in all fifty states.","On November 17, 2022, the Bureau issued an order against Carrington Mortgage Services, LLC, a California-based mortgage servicer operating in all fifty states. Carrington services a large number of federally backed mortgage loans, which are made or guaranteed by federal agencies or government-sponsored entities (GSEs). In 2020, Congress passed the CARES Act, which provided borrowers with federally backed mortgage loans who were experiencing financial hardship during the COVID-19 emergency with certain assistance, including forbearances of up to 180-days each upon request and protections for credit reporting. The federal agencies and GSEs also issued guidelines to their servicers relating to assistance to borrowers during the pandemic. The Bureau found that Carrington failed to implement a number of those protections through misrepresentations to consumers, including by: representing that borrowers could not have 180 days of forbearance on request or that certain borrowers could not have forbearance at all; representing that consumers had to make more detailed attestations than were actually required by law; representing that late fees for amounts in forbearance would be charged when they were not permitted; and providing incorrect or confusing information about forbearance and repayment options. The Bureau also found that Carrington did not accurately report the status of borrowers on forbearance to consumer reporting agencies (CRAs), and failed to maintain and update its written policies and procedures relating to furnishing to CRAs in connection with the CARES Act. As a result, the Bureau determined that Carrington violated the Consumer Financial Protection Act of 2010’s (CFPA) prohibition on deceptive conduct, as well as certain provisions of the Fair Credit Reporting Act (FCRA) and its implementing regulation, Regulation V. The order requires Carrington to, among other things, conduct an audit to ensure any improperly charged late fees have been refunded to consumers, and if not, to refund them; to assess customer service staffing and provide training relating to applicable CARES Act and agency and GSE guidelines; to establish policies and procedures to prevent the issues from recurring; and to pay a civil money penalty of $5.25 million.",[],,,['Administrative Proceeding'],2022-CFPB-0010,"NOV 17, 2022",Post Order/Post Judgment,['Mortgage Servicing']
"ACTIVE Network, LLC",https://www.consumerfinance.gov/enforcement/actions/active-network-llc/,2022-10-18T00:00:00,"On October 18, 2022, the Bureau filed a lawsuit in the United States District Court for the Eastern District of Texas against ACTIVE Network, LLC, a payment processor owned by Global Payments, Inc., with its headquarters in Plano, Texas.","On October 18, 2022, the Bureau filed a lawsuit in the United States District Court for the Eastern District of Texas against ACTIVE Network, LLC, a payment processor owned by Global Payments, Inc., with its headquarters in Plano, Texas. ACTIVE provides enrollment and payment processing services to organizers of charity races, youth camps, and other events. The Bureau alleges that ACTIVE engaged in deceptive and abusive acts and practices in violation of the Consumer Financial Protection Act of 2010 (CFPA) by enrolling consumers in and charging them for discount club memberships without their knowledge, consent, or a full understanding of the material terms of the transaction. ACTIVE does this by inserting a webpage into the online event registration and payment process that provides an offer for a free trial enrollment in a discount club membership called “Active Advantage.” Many consumers click on the highlighted call to action button—which is typically labeled “Accept”—because they believe that by doing so, they are accepting charges to participate in an event. Instead, consumers are enrolling in a trial membership in Active Advantage, which automatically converts to a paid subscription with an annual fee, unless consumers opt out by canceling their membership within 30 days. The Bureau also alleges that ACTIVE violated the Electronic Fund Transfer Act (EFTA) and Regulation E when it increased consumers’ membership fees without sending the consumer written notice of the new amount and the date of the new payment at least 10 days before initiating the new payment. The violations of EFTA and Regulation E also constitute violations of the CFPA. The Bureau seeks redress to consumers, disgorgement, appropriate injunctive relief, and the imposition of civil money penalties.",[],,,['Civil Action'],4:22-cv-00898,"OCT 18, 2022",Pending Litigation,"['Other Consumer Product (not lending)', 'Payments']"
"Choice Money Transfer, Inc. d/b/a Small World Money Transfer",https://www.consumerfinance.gov/enforcement/actions/choice-money-transfer/,2022-10-04T00:00:00,"On October 4, 2022, the Bureau issued an order against Choice Money Transfer, Inc., which does business as Small World Money Transfer (Choice Money).","On October 4, 2022, the Bureau issued an order against Choice Money Transfer, Inc., which does business as Small World Money Transfer (Choice Money). Choice Money is a nonbank remittance transfer provider incorporated in New York and headquartered in New Jersey which offers remittances in at least 27 states and the District of Columbia. It provides remittances to over 90 countries worldwide through a nationwide network of over 2,000 agents and handles more than 500,000 transactions each month. The Bureau found that since the 2013 effective date of the Remittance Transfer Rule, Choice Money engaged in practices that violated numerous provisions of the Electronic Fund Transfer Act (EFTA) and its implementing Regulation E, including Subpart B, known as the Remittance Transfer Rule. Specifically, the Bureau found that Choice Money failed to comply with a wide range of disclosure requirements set out in EFTA and the Remittance Transfer Rule. Choice Money failed to disclose accurately certain required information, including when funds would be available to recipients, exchange rates, and transfer fees. Its disclosures also failed to use proper terms, to adequately disclose other key terms, to clearly and conspicuously disclose the exchange rate, and to provide disclosures in both English and Spanish as required by the Remittance Transfer Rule. Choice Money also failed to refund fees after senders properly submitted error resolution requests; failed to obtain consumer consent prior to providing receipts in electronic form on its mobile application and website platforms; failed to develop and maintain required policies and procedures for error resolution and to retain evidence demonstrating that it complied with error resolution requirements; and included in its disclosures an improper waiver of consumer rights under EFTA. These violations also constituted violations of the Consumer Financial Protection Act of 2010. The consent order requires Choice Money to come into compliance and to pay a civil money penalty of $950,000.",[],,,['Administrative Proceeding'],2022-CFPB-0009,"OCT 04, 2022",Post Order/Post Judgment,['Remittances']
"MoneyLion Technologies Inc., ML Plus, LLC, and other subsidiaries",https://www.consumerfinance.gov/enforcement/actions/moneylion-technologies-inc-ml-plus-llc-and-other-subsidiaries/,2022-09-29T00:00:00,"On September 29, 2022, the Bureau filed a lawsuit against MoneyLion Technologies Inc. (MoneyLion), ML Plus, LLC, and 37 MoneyLion lending subsidiaries.","On September 29, 2022, the Bureau filed a lawsuit against MoneyLion Technologies Inc. (MoneyLion), ML Plus, LLC, and 37 MoneyLion lending subsidiaries. The Bureau filed a first amended complaint on June 13, 2023. MoneyLion is a fintech company (formerly known as MoneyLion Inc.) that offers online installment loans and other products to consumers through its lending subsidiaries and membership programs through its subsidiary ML Plus. The Military Lending Act (MLA) contains a number of protections for active-duty servicemembers and their dependents, defined as “covered borrowers.” The Bureau alleges that MoneyLion and its lending subsidiaries violated the MLA by: imposing membership fees on covered borrowers that, when combined with loan-interest-rate charges, exceeded the MLA’s annual percentage rate cap; inserting illegal arbitration provisions into contracts; requiring covered borrowers to submit to arbitration or in the case of a dispute, to reject the arbitration provision within thirty days of the date of the contract; demanding that borrowers provide written notice rejecting the arbitration provision within thirty days of the date of the contract as a condition for legal action; and failing to make required disclosures to covered borrowers. The Bureau also alleges that MoneyLion, its lending subsidiaries, and ML Plus engaged in deceptive acts or practices in violation of the Consumer Financial Protection Act of 2010 by misrepresenting that covered borrowers owed loan payments and associated fees that they did not in fact owe because loan contracts were void from their inception. The Bureau further alleges that MoneyLion and ML Plus engaged in unfair, deceptive, and abusive acts and practices by: not permitting consumers with unpaid loan balances to exit the membership program and stop monthly membership-fee charges; misrepresenting consumers’ right to cancel their memberships for any reason and not clearly disclosing these restrictions on membership cancellation when consumers took out loans; and continuing to charge and collect monthly membership fees after consumers had asked to cancel their memberships or terminate ACH-fee withdrawals. The Bureau seeks redress for consumers, injunctive relief, and a civil money penalty.","[{'text': 'Complaint', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_moneylion_complaint_2022-09.pdf'}, {'text': 'First Amended Complaint', 'link': 'https://files.consumerfinance.gov/f/documents/cfpb_moneylion_first-amended-complaint_2023-06.pdf'}, {'text': 'CFPB Sues MoneyLion for Overcharging Servicemembers and Trapping Consumers in Costly Memberships', 'link': '/about-us/newsroom/cfpb-sues-moneylion-for-overcharging-servicemembers-trapping-consumers-in-costly-memberships/'}]",https://www.consumerfinance.gov/about-us/newsroom/cfpb-sues-moneylion-for-overcharging-servicemembers-trapping-consumers-in-costly-memberships/,,['Civil Action'],1:22-cv-08308,"SEP 29, 2022",Pending Litigation,"['Other Consumer Lending', 'Short Term, Small Dollar']"
Regions Bank,https://www.consumerfinance.gov/enforcement/actions/regions-bank_2022/,2022-09-28T00:00:00,"On September 28, 2022, the Bureau issued an order against Regions Bank, a bank headquartered in Birmingham, Alabama with consolidated assets over $163 billion.","On September 28, 2022, the Bureau issued an order against Regions Bank, a bank headquartered in Birmingham, Alabama with consolidated assets over $163 billion. Previously, in 2015, the BureauorderedRegions to cease certain unlawful conduct related to its charging overdraft fees to resolve the Bureau’s findings that Regions: (1) violated the law when it failed to obtain consent for overdraft fees from customers with linked savings accounts; and (2) deceived customers by charging them overdraft fees in connection with repaying deposit advances despite the bank’s representations that it would not charge such fees. In this case, the Bureau found that, from August 2018 through July 2021, Regions charged overdraft fees on debit-card purchases and ATM withdrawals even though consumers had sufficient funds when they made the transaction ( “Authorized-Positive Overdraft Fees”). There is a delay between the time a customer made a purchase with a debit card and when Regions pays the merchant from the customer’s account for the purchase. When a customer had sufficient funds in their account to make a debit-card purchase, Regions authorized the transaction and indicated that it was “holding” those funds aside. And yet, until July 2021, when it came time for Regions to pay the merchant for the initial purchase, Regions charged an overdraft fee on that purchase if the account’s available funds were insufficient to cover the purchase at that time. Regions assessed these fees as a result of counter-intuitive, complex practices that it knew customers did not understand. The Bureau found that Regions acted unfairly and abusively in violation of the Consumer Financial Protection Act of 2010 when it charged these Authorized-Positive Overdraft Fees fees. The Bureau also found that Regions could have discontinued the fee years ago but chose to wait while it pursued changes that would generate new overdraft fees to make up for the lost revenue from the illegal fee. The order prohibits Regions from charging Authorized-Positive Overdraft Fees and requires it to refund at least $141 million in unlawful overdraft fees and pay a $50 million civil money penalty.",[],,,['Administrative Proceeding'],2022-CFPB-0008,"SEP 28, 2022",Post Order/Post Judgment,['Deposits']
"Hello Digit, LLC",https://www.consumerfinance.gov/enforcement/actions/hello-digit-llc/,2022-08-10T00:00:00,"On August 10, 2022, the Bureau issued an order against Hello Digit, LLC (“Digit”), a financial-technology company that offers consumers an automated-savings tool.","On August 10, 2022, the Bureau issued an order against Hello Digit, LLC (“Hello Digit”), a financial-technology company that offers consumers an automated-savings tool. When consumers sign up for the service, Hello Digit uses a proprietary algorithm to make automatic transfers from the consumer’s checking account, called “auto-saves,” to an account held in Hello Digit’s name. Hello Digit represented that the tool “never transfers more than you can afford,” provided a “no overdraft guarantee,” and represented that, in the unlikely event of an overdraft, Hello Digit would reimburse consumers. The Bureau found that Hello Digit engaged in deceptive acts or practices because, in fact, Hello Digit’s automated-savings tool routinely caused consumers’ checking accounts to overdraft and Hello Digit did not always reimburse consumers for overdraft fees caused by the auto-save tool. The Bureau also found that as early as mid-2017, Hello Digit deceived consumers when it represented that it would not keep any interest earned on consumer funds that it was holding, when in fact Hello Digit kept a significant amount of the interest earned. The order enjoins Hello Digit from making any misrepresentations related to its auto-save tool and requires that Hello Digit provide at least $68,145 in redress to all consumers who were denied reimbursement requests for overdraft fees caused by Hello Digit’s auto-save tool. Hello Digit must also pay a $2.7 million penalty.",[],,,['Administrative Proceeding'],2022-CFPB-0007,"AUG 10, 2022",Post Order/Post Judgment,['Payments']
U.S. Bank National Association,https://www.consumerfinance.gov/enforcement/actions/us-bank-national-association/,2022-07-28T00:00:00,"On July 28, 2022, the Bureau issued a consent order against U.S. Bank National Association, a national bank headquartered in Minneapolis, Minnesota.","On July 28, 2022, the Bureau issued a consent order against U.S. Bank National Association, a national bank headquartered in Minneapolis, Minnesota. To increase sales of certain consumer financial products or services, U.S. Bank imposed sales goals on bank employees as part of their job description and implemented an incentive-compensation program that financially rewarded employees for selling those products and services. The Bureau found that U.S. Bank issued credit cards and lines of credit and opened deposit accounts for certain consumers without their knowledge and consent and without required applications and disclosures in violation of the Truth in Lending Act, Truth in Savings Act, and their implementing regulations. The Bureau also found that the bank’s opening of accounts without consumers’ permission was abusive in violation of the Consumer Financial Protection Act of 2010. The Bureau further found that U.S. Bank violated the Fair Credit Reporting Act by using or obtaining consumer reports without a permissible purpose in connection with unauthorized applications for credit cards. The bank’s conduct likely caused substantial injury in the form of fees; negative effects on consumer-credit profiles; the loss of control over personal identifying information; and the expenditure of consumer time and effort. The order requires U.S. Bank to stop its unlawful practices and to develop a plan to remediate all harmed consumers by returning all unlawfully charged fees and costs, plus interest. The order also requires U.S. Bank to pay a $37.5 million penalty to the Bureau.",[],,,['Administrative Proceeding'],2022-CFPB-0006,"JUL 28, 2022",Post Order/Post Judgment,"['Credit Cards', 'Deposits']"
"Trident Mortgage Company, LP",https://www.consumerfinance.gov/enforcement/actions/trident-mortgage-company-lp/,2022-07-27T00:00:00,"On July 27, 2022, the Bureau, together with the United States Department of Justice (DOJ), filed a complaint and proposed consent order in the United States District Court for the Eastern District of Pennsylvania to resolve their allegations against Trident Mortgage Company, LP (Trident).","On July 27, 2022, the Bureau, together with the United States Department of Justice (DOJ), filed a complaint and proposed consent order in the United States District Court for the Eastern District of Pennsylvania to resolve their allegations against Trident Mortgage Company, LP (Trident). The court entered the order on September 14, 2022. Trident is incorporated in Delaware and had locations in Delaware, New Jersey, and Pennsylvania at the time of the alleged conduct. Before the complaint was filed, Trident ceased originating mortgages. The states of Delaware, New Jersey, and Pennsylvania entered into concurrent agreements with Trident. The Bureau’s and DOJ’s joint complaint alleged that Trident engaged in unlawful discrimination on the basis of race, color, or national origin against applicants and prospective applicants, including by redlining majority-minority neighborhoods in the Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area (Philadelphia MSA) and engaged in acts and practices directed at prospective applicants that would discourage prospective applicants from applying for credit in violation of the Equal Credit Opportunity Act (ECOA), Regulation B, and the Consumer Financial Protection Act of 2010 (CFPA). DOJ also alleged that Trident’s conduct violated the Fair Housing Act (FHA). The order requires Trident to invest $18.4 million in a loan subsidy program under which Trident will contract with a lender to increase the credit extended in majority-minority neighborhoods in the Philadelphia MSA and make the loans under the loan subsidy fund. That lender must also maintain at least four licensed branch locations in majority-minority neighborhoods in the Philadelphia MSA. Trident must also fund targeted advertising to generate applications for credit from qualified consumers in majority-minority neighborhoods in the Philadelphia MSA and take other remedial steps to serve the credit needs of majority-minority neighborhoods in the Philadelphia MSA. Trident must also pay a civil money penalty of $4 million.",[],,,['Civil Action'],2:22-cv-02936,"JUL 27, 2022",Post Order/Post Judgment,"['Fair Lending', 'Mortgage Origination']"
Hyundai Capital America,https://www.consumerfinance.gov/enforcement/actions/hyundai-capital-america/,2022-07-26T00:00:00,"On July 26, 2022, the Bureau issued a consent order against Hyundai Capital America (HCA), a nonbank automotive finance company based in Irvine, California.","On July 26, 2022, the Bureau issued a consent order against Hyundai Capital America (Hyundai), a nonbank automotive finance company based in Irvine, California. Hyundai purchases and services retail installment contracts and vehicle leases originated by Hyundai, Kia, and Genesis dealerships. Hyundai furnishes credit information on the auto loans it services by sending monthly data files to consumer reporting companies. The Bureau found that over several years Hyundai repeatedly furnished to consumer reporting companies information containing numerous systemic errors and that it knew of many of these inaccuracies for years before attempting to fix them. When Hyundai furnished inaccurate negative consumer information, it may have negatively affected consumers’ access to credit. The Bureau found that Hyundai violated the Fair Credit Reporting Act (FCRA) and Regulation V by failing to promptly update and correct information it furnished to consumer reporting companies that it determined was not complete or accurate, and continuing to furnish this inaccurate and incomplete information; failing to provide the FCRA-required date of first delinquency on certain delinquent or charged-off accounts; failing to modify or delete information disputed by consumers that it found to be inaccurate; failing to establish reasonable identity theft and related blocking procedures to respond to identity theft notifications from consumer reporting companies such that Hyundai continued to report such information that should have been blocked on a consumer’s report; and failing to establish and implement reasonable written policies and procedures regarding the accuracy and integrity of information provided to consumer reporting companies. These FCRA violations also constituted violations of the Consumer Financial Protection Act of 2010 (CFPA). The Bureau also concluded that Hyundai’s use of ineffective manual processes and systems to furnish consumer information was unfair in violation of the CFPA. The consent order requires Hyundai to take steps to prevent future violations and to pay $13,200,000 in redress to affected consumers and a $6,000,000 civil money penalty.",[],,,['Administrative Proceeding'],2022-CFPB-0005,"JUL 26, 2022",Post Order/Post Judgment,['Furnishing']
"Bank of America, N.A.",https://www.consumerfinance.gov/enforcement/actions/bank-of-america-na-2/,2022-07-14T00:00:00,"On July 14, 2022, the Bureau issued an order against Bank of America, N.A., which is a national bank headquartered in Charlotte, North Carolina with branches and ATMs located in 38 states and the District of Columbia.","On July 14, 2022, the Bureau issued an order against Bank of America, N.A., which is a national bank headquartered in Charlotte, North Carolina with branches and ATMs located in 38 states and the District of Columbia. Since 2020, Bank of America had contracts with 12 states, including California, to deliver unemployment insurance and other government benefit payments to consumers through prepaid debit cards. The onset of the COVID-19 pandemic in March 2020 led to a surge in consumers seeking unemployment insurance benefits. In the fall of 2020, and continuing through mid-2021, Bank of America changed its practices for investigating prepaid debit cardholder notices of error to solely rely on an automated fraud filter, which it knew or should have known would incorrectly determine that no error had occurred and which led to its incorrectly freezing or blocking accounts. The Bureau found that Bank of America engaged in unfair acts or practices by denying prepaid debit cardholders’ notices of error and freezing their prepaid debit card accounts based solely on the results of the Bank’s flawed fraud filter. The Bank also engaged in abusive acts or practices by retroactively applying its fraud filter to deny notices of error submitted by prepaid debit cardholders that it had previously investigated and paid. Further, Bank of America engaged in unfair acts and practices by impeding unemployment insurance benefit prepaid debit cardholders’ efforts to file notices of error concerning their prepaid debit card accounts. The Bank’s failure to conduct a reasonable investigation of prepaid debit cardholders’ notices of error and failure to timely investigate and resolve prepaid debit cardholders’ error claims also violated the Electronic Fund Transfer Act and its implementing Regulation E. The Bureau’s order requires Bank of America to redress harmed consumers who suffered hundreds of millions of dollars in direct and consequential financial harm; harmed consumers will also be eligible to receive additional remediation through an individualized review process. The Bank must also review and reform its unemployment insurance benefit prepaid debit card program and pay a $100 million civil penalty to the Bureau. The OCC concurrently issued an order against the Bank separately fining it $125 million.",[],,,['Administrative Proceeding'],2022-CFPB-0004,"JUL 14, 2022",Post Order/Post Judgment,['Prepaid']
"Populus Financial Group, Inc., d/b/a ACE Cash Express, Inc.",https://www.consumerfinance.gov/enforcement/actions/populus-financial-group-inc-d-b-a-ace-cash-express-inc/,2022-07-12T00:00:00,"On July 12, 2022, the Bureau filed a lawsuit in the U.S. District Court for the Northern District of Texas against Populus Financial Group, Inc., which does business as ACE Cash Express, Inc. (“ACE”).","On July 12, 2022, the Bureau filed a lawsuit in the U.S. District Court for the Northern District of Texas against Populus Financial Group, Inc., which does business as ACE Cash Express, Inc. (“ACE”). ACE is a payday lender headquartered in Irving, Texas and has approximately 979 stores in 22 states and the District of Columbia. The Bureau had previously found that ACE abusively induced borrowers with a demonstrated inability to repay their existing loan to take out a new ACE loan with accompanying fees, andon July 10, 2014, the Bureau ordered ACEto cease encouraging or suggesting that a delinquent borrower pay off their loan and then take out a new loan. ACE’s loans come with a fee that is equivalent to a triple-digit interest rate, and consumers who cannot afford to pay back the loan and this fee often refinance their loans, incurring another fee to extend their loan for 14 or 30 days. Consumers in ten states, however, had the contractual right to one free repayment plan per year, which is designed to help consumers get out of a debt trap. Under the free repayment plan, consumers would owe their outstanding balance in four equal installments over their next four paydays, rather than owing one lump sum, without paying any additional fees or interest. The Bureau alleges that ACE engaged in unfair, abusive, and deceptive acts or practices in violation of the Consumer Financial Protection Act of 2010 (“CFPA”) by concealing this free repayment plan from consumers who were entitled to it, instead inducing them to refinance their loans for additional fees. As alleged in the complaint, since July 10, 2014, hundreds of thousands of consumers have paid ACE over $240 million in reborrowing fees while eligible for a free repayment plan. The Bureau also alleges that when ACE attempted to collect payment on its payday and title loans ACE unfairly made electronic withdrawals of consumers’ money without their authorization. The Bureau seeks permanent injunctive relief, redress for consumers, and civil money penalties.",[],,,['Civil Action'],3:22-cv-01494,"JUL 12, 2022",Pending Litigation,"['Short Term, Small Dollar']"
"Frank Ronald Gebase, Jr.",https://www.consumerfinance.gov/enforcement/actions/frank-ronald-gebase-jr/,2022-06-09T00:00:00,"On June 9, 2022, the Bureau filed a lawsuit in the United States District Court for the Southern District of California against Frank R. Gebase Jr., along with a proposed stipulated final judgment and order.","On June 9, 2022, the Bureau filed a lawsuit in the United States District Court for the Southern District of California against Frank R. Gebase Jr., along with a proposed stipulated final judgment and order, which the court entered that same day. On March 30, 2016, the Bureau orderedStudent Aid Institute (SAI)to shut down its debt-relief operations and rescind all of its consumer agreements; that order resolved the Bureau’s findings that SAI violated federal consumer law including by charging upfront fees for student loan debt-relief services and making false promises to consumers about possible savings, loan forgiveness, and reduced payments. The Bureau alleged that Gebase founded, owned, and operated a student loan debt-relief company named Processingstudentloans, which obtained student loan account and billing information for hundreds of former SAI consumers without their knowledge or consent. The Bureau alleged that Processingstudentloans collected fees from consumer bank accounts even though they had never signed any agreements with the company or otherwise consented to the withdrawals. The Bureau alleged that through his actions as Processingstudentloans’ chief executive, Gebase engaged in and substantially assisted in unfair acts and practices in violation of the Consumer Financial Protection Act of 2010 (CFPA). The stipulated final judgment and order prevents Gebase from directly or indirectly providing debt-relief services, and requires Gebase to pay a civil money penalty of $175,000.",[],,,['Civil Action'],3:22-cv-00844,"JUN 09, 2022",Post Order/Post Judgment,"['Debt Relief', 'Student Loan Servicing']"
