Filename,Top Keywords
FDIC-2009-0018-0001.htm,"corporation, september federal, federal deposit, insurance corporation, deposit insurance, meeting, deposit, feldman executive, feldman, robert feldman"
FRS-2024-0185-0001.htm,"fr fr, board, omb, federal reserve, reserve, collections, applicant, collection, total estimated, add"
SEC-2024-1208-0001.htm,"environment, testing, gb, systems, exchange, non members, members non, access, members, production"
FDIC-2008-0076-0001.htm,"corporation, september federal, federal deposit, insurance corporation, deposit insurance, meeting, deposit, feldman executive, feldman, robert feldman"
SEC-2010-1645-0001.htm,"routing, routing strategies, exchange, strategies, rule change, commission, change, proposed rule, byx, routing strategy"
SEC-2009-1693-0001.htm,"affiliated exchange, nyse, affiliated, arca, nyse arca, corporation, exchange, emergency, emergency condition, systems facilities"
FDIC-2008-0077-0001.htm,"corporation, september federal, federal deposit, insurance corporation, deposit insurance, meeting, deposit, feldman executive, feldman, robert feldman"
SEC-2010-1644-0001.htm,"rule change, commission, proposed rule, change, exchange, phlx, location services, location, sr phlx, sec gov"
SEC-2024-1209-0001.htm,"ethereum, options, fund, exchange, units, rule interpretation, interpretation policy, funds, interpretation, trading"
EIB_FRDOC_0001-0604.htm,"exim, export, letter credit, export import, import, jean, import bank, credit, eib, exim gov"
FDIC-2009-0019-0001.htm,"corporation, september federal, federal deposit, insurance corporation, deposit insurance, meeting, deposit, feldman executive, feldman, robert feldman"
FRS-2024-0184-0001.htm,"guidance, appraisal, final guidance, commenter, valuation, appraiser, ncua, valuations, institutions, residential"
SEC-2024-0668-0001.htm,"tr, wireless, market data, market, proposed market, data connection, mdc, exchange, connectivity, markham"
FDIC-2021-0114-0001.htm,"cmp, tier cmp, cmp tier, tier, maximum, institution, inflation, penalty, penalty institution, assets"
SEC-2023-1483-0001.htm,"expirations, term option, wednesday, wednesday etp, etp expirations, short term, series, exchange, option, short"
FRS-2010-0360-0001.htm,"appraisal, institution, appraiser, evaluation, appraisal evaluation, property, real estate, real, estate, guidelines"
FDIC-2022-0001-0001.htm,"primary purpose, agent, exception, depositor, purpose exception, deposits, fdic, custodial, primary, deposit"
FRS-2021-0413-0001.htm,"board, federal reserve, reserve, omb, policies procedures, reverse, policies, reverse mortgage, examination, collection"
FRS-2010-0106-0001.htm,"bank, texas, nonbanking, companies, reserve, permissible, board, engage, reserve bank, federal reserve"
SEC-2023-1482-0001.htm,"short volume, short, exchange, historical short, volume reports, historical, discount, volume report, rule change, cboe"
SEC-2024-0669-0001.htm,"tr, wireless, market data, market, proposed market, data connection, mdc, exchange, connectivity, markham"
FDIC-2021-0115-0001.htm,"cmp, tier cmp, cmp tier, tier, maximum, institution, inflation, penalty, penalty institution, assets"
FRS-2021-0412-0001.htm,"board, federal reserve, reserve, omb, policies procedures, reverse, policies, reverse mortgage, examination, collection"
FRS-2010-0107-0001.htm,"bank, texas, nonbanking, companies, reserve, permissible, board, engage, reserve bank, federal reserve"
FRS-2010-0361-0001.htm,"montana, rick, minneapolis, monday december, retain voting, bank, federal reserve, december, reserve, bank minneapolis"
EIB_FRDOC_0001-0638.htm,"export, export import, import, import bank, eligibility applicant, eib, credit insurance, exim, insurance policy, determine eligibility"
FRS-2022-0234-0001.htm,"voting shares, vanguard, acquire, shares, voting, bank, investment, acquire voting, guest, phipps"
SEC-2009-1708-0001.htm,"affiliated exchange, nyse, affiliated, arca, nyse arca, corporation, exchange, emergency, emergency condition, systems facilities"
CFPB-2023-0022-0001.htm,"inflation, adjustment, penalty, civil, adjustment act, inflation adjustment, bureau, civil penalty, adjustments, penalties"
OFAC_FRDOC_0001-0022.htm,"iran, property, tehran iran, tehran, npwmd, ofac, relevant agencies, weapons, executive order, order"
CFTC-2022-0042-0001.htm,"collection, cftc, commission, collection information, futures, cftc gov, proposed collection, commodity, futures trading, commodity futures"
SEC-2010-1929-0001.htm,"pilot, pilot program, box, months, expiration months, commission, expiration, rule change, program, exchange"
FRS-2024-0279-0001.htm,"bank, board, bank holding, reserve, reserve bank, monday october, holding, federal reserve, holding company, companies"
CFPB-2024-0001-0001.htm,"inflation, penalty, adjustment, civil, adjustment act, inflation adjustment, adjustments, civil penalty, cfpb, penalties"
SEC-2024-1392-0001.htm,"foreign private, private issuers, private, private issuer, common equity, listing, foreign, exchange, listing standards, standards"
FRS-2021-0321-0001.htm,"board, federal reserve, reserve, omb, policies procedures, reverse, policies, reverse mortgage, examination, collection"
CFPB-2023-0023-0001.htm,"inflation, adjustment, penalty, civil, adjustment act, inflation adjustment, bureau, civil penalty, adjustments, penalties"
CFPB-2024-0001-0015.htm,"inflation, adjustment, penalty, civil, adjustment act, inflation adjustment, bureau, civil penalty, adjustments, penalties"
FRS-2022-0235-0001.htm,"voting shares, vanguard, acquire, shares, voting, bank, investment, acquire voting, guest, phipps"
SEC-2009-1709-0001.htm,"affiliated exchange, nyse, affiliated, arca, nyse arca, corporation, exchange, emergency, emergency condition, systems facilities"
FRS-2024-0278-0001.htm,"bank, board, reserve, reserve bank, wisconsin, monday october, federal reserve, shares, acquire, public disclosure"
FRS-2021-0320-0001.htm,"board, federal reserve, reserve, omb, policies procedures, reverse, policies, reverse mortgage, examination, collection"
SEC-2024-1393-0001.htm,"finra, letter, manual, manual trades, trades, minute, reporting, trace, letter ii, exception"
OFAC_FRDOC_0001-0036.htm,"sanctions regulations, legal services, terrorism, terrorism sanctions, sanctions, ofac, foreign, foreign terrorist, representation persons, terrorist organizations"
CFTC-2022-0043-0001.htm,"collection, swap, available trade, commission, collection information, cftc, execution requirement, commodity, sef, cftc gov"
SEC-2010-1928-0001.htm,"pilot, pilot program, box, months, expiration months, commission, expiration, rule change, program, exchange"
FINCEN-2023-0002-0001.htm,"fincen, cvc, cvc ltda, ltda, december notice, bearer, instruments, currency, monetary instruments, requirements"
SEC-2017-1869-0005.htm,"records, commission, investment, preserved, staff estimates, fund, investment companies, majority owned, records required, collection"
SEC-2024-0904-0001.htm,"lch, lch sa, sa, committee, risk committee, article, operational resilience, risk, resilience, operational"
SEC-2024-0594-0001.htm,"pillar, nyse, feed, lite, depth, data feed, agg lite, agg, depth data, exchange"
SEC-2023-1519-0001.htm,"reviewer, reporting framework, exchange states, exchange, natural, ecosystem, delinquency, independent, framework, audit committee"
SEC-2024-0905-0001.htm,"rule change, proposed rule, market close, change, commission, cut times, modified amendment, cboe market, exchange, close"
SEC-2024-0595-0001.htm,"ficc, rule change, proposed rule, partial amendment, sr ficc, change, partial, commission, gsd, description proposed"
SEC-2023-1518-0001.htm,"exchange, port, connectivity, physical port, gb, physical, market, gb physical, fee, proposed fee"
FINCEN-2023-0003-0001.htm,"fincen, cvc, cvc ltda, ltda, december notice, bearer, instruments, currency, monetary instruments, requirements"
OFAC_FRDOC_0001-0195.htm,"property, ofac, order, democratic, executive order, foreign assets, assets control, undermining, treasury, office foreign"
EIB_FRDOC_0001-0764.htm,"plant, apxx, exim, power, import bank, export import, import, export, newsandevents boardmeetings, newsandevents"
CFPB-2023-0001-0011.htm,"inflation, adjustment, penalty, civil, adjustment act, inflation adjustment, bureau, civil penalty, adjustments, penalties"
SEC-2023-1458-0001.htm,"meeting, closed meeting, matters, institution settlement, monday december, time date, commission, closed, place meeting, commissioners"
NLRB-2022-0001-0001.htm,"employer, nlrb, conditions employment, joint, common law, employment, control, essential, terms conditions, board"
SEC-2024-0845-0001.htm,"cores, dedicated cores, dedicated, exchange, cpu, users, dedicated core, cpu cores, use dedicated, core"
CFPB-2023-0001-0005.htm,"inflation, adjustment, penalty, civil, adjustment act, inflation adjustment, bureau, civil penalty, adjustments, penalties"
SEC-2023-1459-0001.htm,"exchange, securities, tier, market, rule change, fee, required criteria, proposed rule, rebate, bzx"
OFAC_FRDOC_0001-0181.htm,"ofac, property, general license, blocked, assets control, foreign assets, sanctions regulations, transactions persons, foreign, office foreign"
SEC-2024-0844-0001.htm,"ficc, gsd, netting, clearing, netting member, member, ad, sponsoring member, indirect, sr ficc"
FRS-2021-0260-0001.htm,"board, federal reserve, reserve, omb, policies procedures, reverse, policies, reverse mortgage, examination, collection"
TREAS_FRDOC_0001-0090.htm,"cbp, customs, records, word, removing word, adding place, removing, storage, broker, retention"
CFPB-2021-0018-0001.htm,"committees, bureau, advisory, consumer, advisory committees, consumer financial, financial, membership, committees apply, gov advisory"
SEC-2010-1868-0001.htm,"pilot, pilot program, box, months, expiration months, commission, expiration, rule change, program, exchange"
FRS-2022-0113-0001.htm,"voting shares, vanguard, acquire, shares, voting, bank, investment, acquire voting, guest, phipps"
FDIC-2010-0014-0001.htm,"cards, depository institution, depository, funds, stored value, insured, deposits, stored, fdic, insured depository"
SEC-2009-1649-0001.htm,"affiliated exchange, nyse, affiliated, arca, nyse arca, corporation, exchange, emergency, emergency condition, systems facilities"
SEC-2010-1869-0001.htm,"pilot, pilot program, box, months, expiration months, commission, expiration, rule change, program, exchange"
OCC-2009-0012-0011.htm,"capital, guidelines capital, rin ac, ac, rin, correction, guidelines, cfr rin, docket, treasury office"
FRS-2021-0261-0001.htm,"board, federal reserve, reserve, omb, policies procedures, reverse, policies, reverse mortgage, examination, collection"
CFPB-2021-0019-0001.htm,"committees, bureau, advisory, consumer, advisory committees, consumer financial, financial, membership, committees apply, gov advisory"
SEC-2009-1648-0001.htm,"affiliated exchange, nyse, affiliated, arca, nyse arca, corporation, exchange, emergency, emergency condition, systems facilities"
FRS-2022-0112-0001.htm,"voting shares, vanguard, acquire, shares, voting, bank, investment, acquire voting, guest, phipps"
OCC-2021-0011-0060.htm,"tier, violation, tier tier, person violation, inflation, penalties, adjustment, maximum, adjustment act, cmp"
FDIC-2010-0015-0001.htm,"cards, depository institution, depository, funds, stored value, insured, deposits, stored, fdic, insured depository"
TREAS_FRDOC_0001-0084.htm,"investigative, records, systems records, database, investigation, criminal, individual, law enforcement, enforcement, systems"
OFAC_FRDOC_0001-0156.htm,"sdgt, al, list specially, blocked, entities individuals, designated nationals, specially designated, specially, nationals, property"
FRS-2010-0221-0001.htm,"bank, texas, nonbanking, companies, reserve, permissible, board, engage, reserve bank, federal reserve"
SEC-2010-2005-0001.htm,"pilot, pilot program, box, months, expiration months, commission, expiration, rule change, program, exchange"
FDIC-2021-0055-0001.htm,"cmp, tier cmp, cmp tier, tier, maximum, institution, inflation, penalty, penalty institution, assets"
SEC-2024-0729-0001.htm,"eagle, hearing, point, management llc, applicants, esq, income, esq dechert, span, dechert"
FRS-2010-0220-0001.htm,"bank, texas, nonbanking, companies, reserve, permissible, board, engage, reserve bank, federal reserve"
FDIC-2021-0054-0001.htm,"cmp, tier cmp, cmp tier, tier, maximum, institution, inflation, penalty, penalty institution, assets"
OFAC_FRDOC_0001-0142.htm,"colombia, mexico, dob, cali, cali colombia, sdnt, pob, bogota, bogota colombia, individual"
SEC-2010-2004-0001.htm,"pilot, pilot program, box, months, expiration months, commission, expiration, rule change, program, exchange"
SEC-2024-0728-0001.htm,"ether, spot, cme, spot ether, cboebzx, sr cboebzx, correlation, ether futures, bitcoin, sr"
SEC-2024-1349-0001.htm,"ny, exchange, telco, power, cabinet, customers, data center, amp volt, amp, volt"
CFPB-2022-0001-0037.htm,"bureau, collection, savings, information collection, generic information, generic, bureau consumer, financial protection, consumer financial, emergency savings"
SEC-2010-1562-0001.htm,"unpriced, psx, rule change, exchange, commission, nbbo, phlx, proposed rule, change, worse"
FRS-2023-0281-0001.htm,"board, reserve, reserve bank, bank, federal reserve, tuesday november, engage, companies, engage novo, novo"
FHFA-2022-0025-0001.htm,"fhfa, project, projects, sponsors, bank, application, subsidy, banks, homeownership, competitive"
SEC-2024-0181-0001.htm,"cat, historical cat, cat llc, historical, costs, fam, cat nms, fam period, plan, nms plan"
OCC-2022-0002-0684.htm,"tier, violation, tier tier, person violation, inflation, penalties, adjustment, maximum, adjustment act, cmp"
SEC-2010-1563-0001.htm,"rule change, commission, psx, proposed rule, change, exchange, phlx, internalization, functionality, order"
SEC-2024-1348-0001.htm,"ny, exchange, telco, power, cabinet, customers, data center, amp volt, amp, volt"
SEC-2024-0180-0001.htm,"cat, historical cat, cat llc, historical, costs, fam, cat nms, fam period, plan, nms plan"
FRS-2023-0280-0001.htm,"capital, block, bba, building, insurance, company, parent, institution holding, available capital, depository institution"
FHFA-2022-0024-0001.htm,"fhfa, mortgage, survey, borrowers, page graphic, tiff omitted, tiff, graphic tiff, graphic, pre testing"
CFPB-2022-0001-0023.htm,"bureau, collection, savings, information collection, generic information, generic, bureau consumer, financial protection, consumer financial, emergency savings"
OFAC_FRDOC_0001-1937.htm,"ofac, tel, treasury, office foreign, foreign assets, assets control, property, tel assistant, director, blocked"
FRS-2009-0264-0001.htm,"meeting, board, federal reserve, reserve, meeting board, announcement, federalreserve gov, federalreserve, www federalreserve, access"
OCC-2023-0008-0266.htm,"tier, violation, tier tier, person violation, inflation, penalties, adjustment, maximum, adjustment act, cmp"
OCC-2023-0008-0272.htm,"tier, violation, tier tier, person violation, inflation, penalties, adjustment, maximum, adjustment act, cmp"
OCC-2008-0016-0001.htm,"capital, guidelines capital, rin ac, ac, rin, correction, guidelines, cfr rin, docket, treasury office"
FRS-2009-0265-0001.htm,"meeting, board, federal reserve, reserve, meeting board, announcement, federalreserve gov, federalreserve, www federalreserve, access"
OCC-2023-0011-0043.htm,"tier, violation, tier tier, person violation, inflation, penalties, adjustment, maximum, adjustment act, cmp"
OFAC_FRDOC_0001-1923.htm,"ofac, tel, treasury, office foreign, foreign assets, assets control, property, tel assistant, director, blocked"
FRS-2024-0230-0001.htm,"window, intraday credit, discount, reserve, intraday, reserve banks, credit, collateral, depository, reserve bank"
CFPB-2024-0048-0001.htm,"inflation, adjustment, penalty, civil, adjustment act, inflation adjustment, bureau, civil penalty, adjustments, penalties"
SEC-2021-1561-0002.htm,"commission, securities industry, collection, collection information, industry, texas, securities, burden, burden hours, pra submissions"
CFTC-2023-0065-0001.htm,"swap, meeting, bullet proposed, cftc, posted commission, commission, commission website, monday july, time date, date place"
FRS-2021-0368-0001.htm,"board, federal reserve, reserve, omb, policies procedures, reverse, policies, reverse mortgage, examination, collection"
SEC-2010-1796-0001.htm,"pilot, pilot program, box, months, expiration months, commission, expiration, rule change, program, exchange"
CFPB-2021-0001-0032.htm,"committees, bureau, advisory, consumer, advisory committees, consumer financial, financial, membership, committees apply, gov advisory"
SEC-2010-1960-0001.htm,"pilot, pilot program, box, months, expiration months, commission, expiration, rule change, program, exchange"
FRS-2024-0056-0001.htm,"bank, iowa, scott, board, reserve, reserve bank, monday march, federal reserve, shares, retain voting"
SEC-2024-0375-0001.htm,"nscc, occ, guaranty, accord, common member, settlement, phase, occ nscc, member, nscc guaranty"
CFTC-2024-0046-0001.htm,"friday june, time date, friday, www cftc, cftc gov, meeting, cftc, june, june robert, edt friday"
TREAS-DO-2021-0017-0001.htm,"cbp, import restrictions, italy, import, cultural, restrictions, mou, archaeological material, archaeological, cbp dec"
CFPB-2022-0005-0001.htm,"bureau, collection, savings, information collection, generic information, generic, bureau consumer, financial protection, consumer financial, emergency savings"
SEC-2009-1741-0001.htm,"affiliated exchange, nyse, affiliated, arca, nyse arca, corporation, exchange, emergency, emergency condition, systems facilities"
SEC-2024-0113-0001.htm,"exchange, change, rule change, proposed rule, retail, commission, fee schedule, fee, deleted, schedule"
FRS-2024-0057-0001.htm,"board, illinois, bank, reserve, reserve bank, monday march, nonbanking, federal reserve, engage, companies"
SEC-2010-1961-0001.htm,"pilot, pilot program, box, months, expiration months, commission, expiration, rule change, program, exchange"
FRS-2024-0231-0001.htm,"bank, board, bank holding, reserve, reserve bank, holding, federal reserve, holding company, companies, acquire"
CFTC-2023-0064-0001.htm,"friday july, time date, friday, july, www cftc, cftc gov, meeting, cftc, july place, july robert"
FRS-2021-0369-0001.htm,"board, federal reserve, reserve, omb, policies procedures, reverse, policies, reverse mortgage, examination, collection"
SEC-2010-1797-0001.htm,"pilot, pilot program, box, months, expiration months, commission, expiration, rule change, program, exchange"
CFPB-2024-0049-0001.htm,"inflation, adjustment, penalty, civil, adjustment act, inflation adjustment, bureau, civil penalty, adjustments, penalties"
CFPB-2021-0001-0026.htm,"committees, bureau, advisory, consumer, advisory committees, consumer financial, financial, membership, committees apply, gov advisory"
SEC-2024-0112-0001.htm,"emerald, miax emerald, rule change, data product, miax, proposed rule, commission, sr emerald, exchange, change"
SEC-2009-1740-0001.htm,"affiliated exchange, nyse, affiliated, arca, nyse arca, corporation, exchange, emergency, emergency condition, systems facilities"
CFPB-2022-0004-0001.htm,"bureau, collection, savings, information collection, generic information, generic, bureau consumer, financial protection, consumer financial, emergency savings"
TREAS-DO-2021-0016-0001.htm,"cbp, import restrictions, italy, import, cultural, restrictions, mou, archaeological material, archaeological, cbp dec"
CFTC-2024-0047-0001.htm,"granting conditional, compliance connection, applicable nonbank, nonbank swap, substituted compliance, bullet order, substituted, capital financial, nonbank, subject regulation"
SEC-2024-0374-0001.htm,"nasdaq, commission, rule change, reverse stock, proposed rule, change, equity rule, exchange, stock split, notification"
FDIC-2022-0048-0001.htm,"primary purpose, agent, exception, depositor, purpose exception, deposits, fdic, custodial, primary, deposit"
FRS-2010-0329-0001.htm,"new york, york, financial group, bank new, merge, friday november, federal reserve, reserve, bank, november"
FDIC-2023-0026-0001.htm,"cmp, tier cmp, cmp tier, tier, maximum, institution, inflation, penalty, total assets, penalty institution"
SEC-2024-0447-0001.htm,"rule change, proposed rule, commission, change, uses algorithms, codify interpretations, permissible uses, order codify, definition retail, rmos"
SEC-2024-0621-0001.htm,"psx, exchange, tape, rebate, participant, step, pool, mpid, tape securities, participants"
FDIC-2024-0005-0001.htm,"cmp, tier cmp, cmp tier, tier, maximum, institution, inflation, penalty, total assets, penalty institution"
FRS-2009-0198-0001.htm,"meeting, board, federal reserve, reserve, meeting board, announcement, federalreserve gov, federalreserve, www federalreserve, access"
FRS-2010-0328-0001.htm,"iowa, state bank, bank, victor, mary, state, notices available, friday november, shares, robert"
FDIC-2023-0027-0001.htm,"cmp, tier cmp, cmp tier, tier, maximum, institution, inflation, penalty, total assets, penalty institution"
FDIC-2022-0049-0001.htm,"primary purpose, agent, exception, depositor, purpose exception, deposits, fdic, custodial, primary, deposit"
FINCEN_FRDOC_0001-0129.htm,"fincen, cvc, cvc ltda, ltda, december notice, bearer, instruments, currency, monetary instruments, requirements"
SEC-2024-0620-0001.htm,"minimum quantity, order, trade, quantity, displayed, locking, locking crossing, order trade, resting, incoming"
FDIC-2024-0004-0001.htm,"cmp, tier cmp, cmp tier, tier, maximum, institution, inflation, penalty, total assets, penalty institution"
FRS-2009-0199-0001.htm,"meeting, board, federal reserve, reserve, meeting board, announcement, federalreserve gov, federalreserve, www federalreserve, access"
OFAC_FRDOC_0001-1738.htm,"ofac, tel, treasury, office foreign, foreign assets, assets control, property, tel assistant, director, blocked"
SEC-2024-0446-0001.htm,"cores, dedicated, dedicated cores, exchange, cpu, rule change, use dedicated, proposed rule, change, cpu cores"
NLRB_FRDOC_0001-0177.htm,"national labor, labor relations, relations board, agenda, relations, labor, friday february, board, national, semiannual regulatory"
SEC-2024-1241-0001.htm,"icc, risk committee, risk, committee, non participant, risk advisory, advisory, working group, subcommittee, working"
FDIC-2009-0051-0001.htm,"corporation, september federal, federal deposit, insurance corporation, deposit insurance, meeting, deposit, feldman executive, feldman, robert feldman"
SEC-2024-1027-0001.htm,"exchange, rebate, bd, penny, market, firm, rebates, rule change, fee, orders"
SEC-2023-1262-0001.htm,"meeting, closed meeting, matters, institution settlement, time date, commission, closed, place meeting, commissioners, litigation"
FDIC-2010-0086-0001.htm,"cards, depository institution, depository, funds, stored value, insured, deposits, stored, fdic, insured depository"
EIB_FRDOC_0001-0599.htm,"exim, meeting, sub saharan, saharan, saharan africa, africa, meeting href, public participation, external, exim gov"
FRS-2022-0181-0001.htm,"voting shares, vanguard, acquire, shares, voting, bank, investment, acquire voting, guest, phipps"
SEC-2024-0089-0001.htm,"filer manual, edgar, filer, manual, edgar filer, filers, updated, volume ii, incorporation reference, inline xbrl"
FDIC-2009-0050-0001.htm,"corporation, september federal, federal deposit, insurance corporation, deposit insurance, meeting, deposit, feldman executive, feldman, robert feldman"
SEC-2024-1026-0001.htm,"finra, manual trades, partial amendment, minute, partial, manual, minute reporting, trace, sr finra, minutes time"
